BINARY is TEMP# ObjectProperty
BINARY SubClassOf ATO_0003400 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003401 Class
BINARY SubClassOf ATO_0003401 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003402 Class
BINARY SubClassOf ATO_0003402 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003403 Class
BINARY SubClassOf ATO_0003403 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003404 Class
BINARY SubClassOf ATO_0003404 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003405 Class
BINARY SubClassOf ATO_0003405 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003406 Class
BINARY SubClassOf ATO_0003406 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003407 Class
BINARY SubClassOf ATO_0003407 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003408 Class
BINARY SubClassOf ATO_0003408 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003409 Class
BINARY SubClassOf ATO_0003409 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003410 Class
BINARY SubClassOf ATO_0003410 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003411 Class
BINARY SubClassOf ATO_0003411 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003412 Class
BINARY SubClassOf ATO_0003412 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003413 Class
BINARY SubClassOf ATO_0003413 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003414 Class
BINARY SubClassOf ATO_0003414 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003415 Class
BINARY SubClassOf ATO_0003415 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003416 Class
BINARY SubClassOf ATO_0003416 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003417 Class
BINARY SubClassOf ATO_0003417 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003418 Class
BINARY SubClassOf ATO_0003418 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003419 Class
BINARY SubClassOf ATO_0003419 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003420 Class
BINARY SubClassOf ATO_0003420 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003421 Class
BINARY SubClassOf ATO_0003421 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003422 Class
BINARY SubClassOf ATO_0003422 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003423 Class
BINARY SubClassOf ATO_0003423 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003424 Class
BINARY SubClassOf ATO_0003424 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003425 Class
BINARY SubClassOf ATO_0003425 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003426 Class
BINARY SubClassOf ATO_0003426 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003427 Class
BINARY SubClassOf ATO_0003427 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003428 Class
BINARY SubClassOf ATO_0003428 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003429 Class
BINARY SubClassOf ATO_0003429 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003430 Class
BINARY SubClassOf ATO_0003430 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003431 Class
BINARY SubClassOf ATO_0003431 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003432 Class
BINARY SubClassOf ATO_0003432 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003433 Class
BINARY SubClassOf ATO_0003433 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003434 Class
BINARY SubClassOf ATO_0003434 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003435 Class
BINARY SubClassOf ATO_0003435 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003436 Class
BINARY SubClassOf ATO_0003436 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003437 Class
BINARY SubClassOf ATO_0003437 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003438 Class
BINARY SubClassOf ATO_0003438 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003439 Class
BINARY SubClassOf ATO_0003439 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003440 Class
BINARY SubClassOf ATO_0003440 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003441 Class
BINARY SubClassOf ATO_0003441 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003442 Class
BINARY SubClassOf ATO_0003442 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003443 Class
BINARY SubClassOf ATO_0003443 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003444 Class
BINARY SubClassOf ATO_0003444 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003445 Class
BINARY SubClassOf ATO_0003445 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003446 Class
BINARY SubClassOf ATO_0003446 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003447 Class
BINARY SubClassOf ATO_0003447 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003448 Class
BINARY SubClassOf ATO_0003448 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003449 Class
BINARY SubClassOf ATO_0003449 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003450 Class
BINARY SubClassOf ATO_0003450 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003451 Class
BINARY SubClassOf ATO_0003451 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003452 Class
BINARY SubClassOf ATO_0003452 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003453 Class
BINARY SubClassOf ATO_0003453 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003454 Class
BINARY SubClassOf ATO_0003454 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003455 Class
BINARY SubClassOf ATO_0003455 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003456 Class
BINARY SubClassOf ATO_0003456 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003457 Class
BINARY SubClassOf ATO_0003457 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003458 Class
BINARY SubClassOf ATO_0003458 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003459 Class
BINARY SubClassOf ATO_0003459 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003460 Class
BINARY SubClassOf ATO_0003460 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003461 Class
BINARY SubClassOf ATO_0003461 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003462 Class
BINARY SubClassOf ATO_0003462 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003463 Class
BINARY SubClassOf ATO_0003463 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003464 Class
BINARY SubClassOf ATO_0003464 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003465 Class
BINARY SubClassOf ATO_0003465 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003466 Class
BINARY SubClassOf ATO_0003466 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003467 Class
BINARY SubClassOf ATO_0003467 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003468 Class
BINARY SubClassOf ATO_0003468 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003469 Class
BINARY SubClassOf ATO_0003469 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003470 Class
BINARY SubClassOf ATO_0003470 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003471 Class
BINARY SubClassOf ATO_0003471 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003472 Class
BINARY SubClassOf ATO_0003472 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003473 Class
BINARY SubClassOf ATO_0003473 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003474 Class
BINARY SubClassOf ATO_0003474 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003475 Class
BINARY SubClassOf ATO_0003475 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003476 Class
BINARY SubClassOf ATO_0003476 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003477 Class
BINARY SubClassOf ATO_0003477 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003478 Class
BINARY SubClassOf ATO_0003478 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003479 Class
BINARY SubClassOf ATO_0003479 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003480 Class
BINARY SubClassOf ATO_0003480 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003481 Class
BINARY SubClassOf ATO_0003481 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003482 Class
BINARY SubClassOf ATO_0003482 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003483 Class
BINARY SubClassOf ATO_0003483 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003484 Class
BINARY SubClassOf ATO_0003484 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003485 Class
BINARY SubClassOf ATO_0003485 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003486 Class
BINARY SubClassOf ATO_0003486 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003487 Class
BINARY SubClassOf ATO_0003487 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003488 Class
BINARY SubClassOf ATO_0003488 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003489 Class
BINARY SubClassOf ATO_0003489 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003490 Class
BINARY SubClassOf ATO_0003490 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003491 Class
BINARY SubClassOf ATO_0003491 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003492 Class
BINARY SubClassOf ATO_0003492 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003493 Class
BINARY SubClassOf ATO_0003493 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003494 Class
BINARY SubClassOf ATO_0003494 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003495 Class
BINARY SubClassOf ATO_0003495 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003496 Class
BINARY SubClassOf ATO_0003496 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003497 Class
BINARY SubClassOf ATO_0003497 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003498 Class
BINARY SubClassOf ATO_0003498 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003499 Class
BINARY SubClassOf ATO_0003499 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003500 Class
BINARY SubClassOf ATO_0003500 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003501 Class
BINARY SubClassOf ATO_0003501 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003502 Class
BINARY SubClassOf ATO_0003502 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003503 Class
BINARY SubClassOf ATO_0003503 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003504 Class
BINARY SubClassOf ATO_0003504 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003505 Class
BINARY SubClassOf ATO_0003505 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003506 Class
BINARY SubClassOf ATO_0003506 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003507 Class
BINARY SubClassOf ATO_0003507 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003508 Class
BINARY SubClassOf ATO_0003508 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003509 Class
BINARY SubClassOf ATO_0003509 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003510 Class
BINARY SubClassOf ATO_0003510 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003511 Class
BINARY SubClassOf ATO_0003511 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003512 Class
BINARY SubClassOf ATO_0003512 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003513 Class
BINARY SubClassOf ATO_0003513 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003514 Class
BINARY SubClassOf ATO_0003514 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003515 Class
BINARY SubClassOf ATO_0003515 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003516 Class
BINARY SubClassOf ATO_0003516 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003517 Class
BINARY SubClassOf ATO_0003517 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003518 Class
BINARY SubClassOf ATO_0003518 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003519 Class
BINARY SubClassOf ATO_0003519 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003520 Class
BINARY SubClassOf ATO_0003520 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003521 Class
BINARY SubClassOf ATO_0003521 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003522 Class
BINARY SubClassOf ATO_0003522 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003523 Class
BINARY SubClassOf ATO_0003523 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003524 Class
BINARY SubClassOf ATO_0003524 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003525 Class
BINARY SubClassOf ATO_0003525 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003526 Class
BINARY SubClassOf ATO_0003526 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003527 Class
BINARY SubClassOf ATO_0003527 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003528 Class
BINARY SubClassOf ATO_0003528 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003529 Class
BINARY SubClassOf ATO_0003529 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003530 Class
BINARY SubClassOf ATO_0003530 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003531 Class
BINARY SubClassOf ATO_0003531 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003532 Class
BINARY SubClassOf ATO_0003532 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003533 Class
BINARY SubClassOf ATO_0003533 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003534 Class
BINARY SubClassOf ATO_0003534 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003535 Class
BINARY SubClassOf ATO_0003535 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003536 Class
BINARY SubClassOf ATO_0003536 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003537 Class
BINARY SubClassOf ATO_0003537 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003538 Class
BINARY SubClassOf ATO_0003538 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003539 Class
BINARY SubClassOf ATO_0003539 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003540 Class
BINARY SubClassOf ATO_0003540 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003541 Class
BINARY SubClassOf ATO_0003541 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003542 Class
BINARY SubClassOf ATO_0003542 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003543 Class
BINARY SubClassOf ATO_0003543 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003544 Class
BINARY SubClassOf ATO_0003544 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003545 Class
BINARY SubClassOf ATO_0003545 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003546 Class
BINARY SubClassOf ATO_0003546 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003547 Class
BINARY SubClassOf ATO_0003547 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003548 Class
BINARY SubClassOf ATO_0003548 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003549 Class
BINARY SubClassOf ATO_0003549 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003550 Class
BINARY SubClassOf ATO_0003550 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003551 Class
BINARY SubClassOf ATO_0003551 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003552 Class
BINARY SubClassOf ATO_0003552 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003553 Class
BINARY SubClassOf ATO_0003553 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003554 Class
BINARY SubClassOf ATO_0003554 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003555 Class
BINARY SubClassOf ATO_0003555 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003556 Class
BINARY SubClassOf ATO_0003556 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003557 Class
BINARY SubClassOf ATO_0003557 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003558 Class
BINARY SubClassOf ATO_0003558 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003559 Class
BINARY SubClassOf ATO_0003559 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003560 Class
BINARY SubClassOf ATO_0003560 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003561 Class
BINARY SubClassOf ATO_0003561 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003562 Class
BINARY SubClassOf ATO_0003562 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003563 Class
BINARY SubClassOf ATO_0003563 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003564 Class
BINARY SubClassOf ATO_0003564 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003565 Class
BINARY SubClassOf ATO_0003565 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003566 Class
BINARY SubClassOf ATO_0003566 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003567 Class
BINARY SubClassOf ATO_0003567 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003568 Class
BINARY SubClassOf ATO_0003568 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003569 Class
BINARY SubClassOf ATO_0003569 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003570 Class
BINARY SubClassOf ATO_0003570 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003571 Class
BINARY SubClassOf ATO_0003571 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003572 Class
BINARY SubClassOf ATO_0003572 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003573 Class
BINARY SubClassOf ATO_0003573 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003574 Class
BINARY SubClassOf ATO_0003574 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003575 Class
BINARY SubClassOf ATO_0003575 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003576 Class
BINARY SubClassOf ATO_0003576 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003577 Class
BINARY SubClassOf ATO_0003577 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003578 Class
BINARY SubClassOf ATO_0003578 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003579 Class
BINARY SubClassOf ATO_0003579 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003580 Class
BINARY SubClassOf ATO_0003580 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003581 Class
BINARY SubClassOf ATO_0003581 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003582 Class
BINARY SubClassOf ATO_0003582 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003583 Class
BINARY SubClassOf ATO_0003583 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003584 Class
BINARY SubClassOf ATO_0003584 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003585 Class
BINARY SubClassOf ATO_0003585 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003586 Class
BINARY SubClassOf ATO_0003586 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003587 Class
BINARY SubClassOf ATO_0003587 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003588 Class
BINARY SubClassOf ATO_0003588 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003589 Class
BINARY SubClassOf ATO_0003589 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003590 Class
BINARY SubClassOf ATO_0003590 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003591 Class
BINARY SubClassOf ATO_0003591 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003592 Class
BINARY SubClassOf ATO_0003592 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003593 Class
BINARY SubClassOf ATO_0003593 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003594 Class
BINARY SubClassOf ATO_0003594 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003595 Class
BINARY SubClassOf ATO_0003595 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003596 Class
BINARY SubClassOf ATO_0003596 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003597 Class
BINARY SubClassOf ATO_0003597 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003598 Class
BINARY SubClassOf ATO_0003598 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003599 Class
BINARY SubClassOf ATO_0003599 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003600 Class
BINARY SubClassOf ATO_0003600 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003601 Class
BINARY SubClassOf ATO_0003601 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0003602 Class
BINARY SubClassOf ATO_0003602 ATO_0000225,
