BINARY is integer Datatype
BINARY SubClassOf OCCO_00000040 OCCO_00000003
BINARY is OCCO_00000041 Class
BINARY SubClassOf OCCO_00000041 OCCO_00000003
BINARY is OCCO_00000042 Class
BINARY SubClassOf OCCO_00000042 OCCO_00000003
BINARY is OCCO_00000043 Class
BINARY SubClassOf OCCO_00000043 OCCO_00000003
BINARY is OCCO_00000044 Class
BINARY SubClassOf OCCO_00000044 OCCO_00000003
BINARY is OCCO_00000045 Class
BINARY SubClassOf OCCO_00000045 OCCO_00000003
BINARY is OCCO_00000046 Class
BINARY SubClassOf OCCO_00000046 OCCO_00000003
BINARY is OCCO_00000047 Class
BINARY SubClassOf OCCO_00000047 OCCO_00000003
BINARY is OCCO_00000048 Class
BINARY SubClassOf OCCO_00000048 OCCO_00000003
BINARY is OCCO_00000049 Class
BINARY SubClassOf OCCO_00000049 OCCO_00000003
BINARY is OCCO_00000050 Class
BINARY SubClassOf OCCO_00000050 OCCO_00000003
BINARY is OCCO_00000051 Class
BINARY SubClassOf OCCO_00000051 OCCO_00000003
BINARY is OCCO_00000052 Class
BINARY SubClassOf OCCO_00000052 OCCO_00000003
BINARY is OCCO_00000053 Class
BINARY SubClassOf OCCO_00000053 OCCO_00000003
BINARY is OCCO_00000054 Class
BINARY SubClassOf OCCO_00000054 OCCO_00000003
BINARY is OCCO_00000059 Class
BINARY SubClassOf OCCO_00000059 BFO_0000016
BINARY is OCCO_00000060 Class
BINARY SubClassOf OCCO_00000060 OCCO_00000004
BINARY is OCCO_00000061 Class
BINARY SubClassOf OCCO_00000061 OCCO_00000004
BINARY is OCCO_00000062 Class
BINARY SubClassOf OCCO_00000062 OCCO_00000004
BINARY is OCCO_00000063 Class
BINARY SubClassOf OCCO_00000063 OCCO_00000004
BINARY is OCCO_00000064 Class
BINARY SubClassOf OCCO_00000064 OCCO_00000004
BINARY is OCCO_00000065 Class
BINARY SubClassOf OCCO_00000065 OCCO_00000004
BINARY is OCCO_00000066 Class
BINARY SubClassOf OCCO_00000066 OCCO_00000004
BINARY is OCCO_00000067 Class
BINARY SubClassOf OCCO_00000067 OCCO_00000004
BINARY is OCCO_00000068 Class
BINARY SubClassOf OCCO_00000068 OCCO_00000004
BINARY is OCCO_00000069 Class
BINARY SubClassOf OCCO_00000069 OCCO_00000004
BINARY is OCCO_00000070 Class
BINARY SubClassOf OCCO_00000070 OCCO_00000004
BINARY is OCCO_00000071 Class
BINARY SubClassOf OCCO_00000071 OCCO_00000004
BINARY is OCCO_00000072 Class
BINARY SubClassOf OCCO_00000072 OCCO_00000004
BINARY is OCCO_00000073 Class
BINARY SubClassOf OCCO_00000073 OCCO_00000004
BINARY is OCCO_00000074 Class
BINARY SubClassOf OCCO_00000074 OCCO_00000004
BINARY is OCCO_00000075 Class
BINARY SubClassOf OCCO_00000075 OCCO_00000004
BINARY is OCCO_00000076 Class
BINARY SubClassOf OCCO_00000076 OCCO_00000004
BINARY is OCCO_00000077 Class
BINARY SubClassOf OCCO_00000077 OCCO_00000004
BINARY is OCCO_00000078 Class
BINARY SubClassOf OCCO_00000078 OCCO_00000004
BINARY is OCCO_00000079 Class
BINARY SubClassOf OCCO_00000079 OCCO_00000004
BINARY is OCCO_00000080 Class
BINARY SubClassOf OCCO_00000080 OCCO_00000004
BINARY is OCCO_00000081 Class
BINARY SubClassOf OCCO_00000081 OCCO_00000004
BINARY is OCCO_00000082 Class
BINARY SubClassOf OCCO_00000082 OCCO_00000004
BINARY is OCCO_00000083 Class
BINARY SubClassOf OCCO_00000083 OCCO_00000004
BINARY is OCCO_00000084 Class
BINARY SubClassOf OCCO_00000084 OCCO_00000004
BINARY is OCCO_00000085 Class
BINARY SubClassOf OCCO_00000085 OCCO_00000004
BINARY is OCCO_00000086 Class
BINARY SubClassOf OCCO_00000086 OCCO_00000004
BINARY is OCCO_00000087 Class
BINARY SubClassOf OCCO_00000087 OCCO_00000004
BINARY is OCCO_00000088 Class
BINARY SubClassOf OCCO_00000088 OCCO_00000004
BINARY DisjointWith OCCO_00000088 OCCO_27403200
BINARY is OCCO_00000089 Class
BINARY SubClassOf OCCO_00000089 OCCO_00000004
BINARY is OCCO_00000090 Class
BINARY SubClassOf OCCO_00000090 OCCO_00000004
BINARY is OCCO_00000091 Class
BINARY SubClassOf OCCO_00000091 OCCO_00000004
BINARY is OCCO_00000092 Class
BINARY SubClassOf OCCO_00000092 OCCO_00000004
BINARY is OCCO_00000093 Class
BINARY SubClassOf OCCO_00000093 OCCO_00000004
BINARY is OCCO_00000094 Class
BINARY SubClassOf OCCO_00000094 OCCO_00000004
BINARY is OCCO_00000095 Class
BINARY SubClassOf OCCO_00000095 OCCO_00000004
BINARY is OCCO_00000096 Class
BINARY SubClassOf OCCO_00000096 OCCO_00000004
BINARY is OCCO_00000097 Class
BINARY SubClassOf OCCO_00000097 OCCO_00000004
BINARY is OCCO_00000098 Class
BINARY SubClassOf OCCO_00000098 OCCO_00000004
BINARY is OCCO_00000099 Class
BINARY SubClassOf OCCO_00000099 OCCO_00000004
BINARY is OCCO_00000100 Class
BINARY SubClassOf OCCO_00000100 OCCO_00000004
BINARY is OCCO_00000101 Class
BINARY SubClassOf OCCO_00000101 OCCO_00000004
BINARY is OCCO_00000102 Class
BINARY SubClassOf OCCO_00000102 OCCO_00000004
BINARY is OCCO_00000103 Class
BINARY SubClassOf OCCO_00000103 OCCO_00000004
BINARY is OCCO_00000104 Class
BINARY SubClassOf OCCO_00000104 OCCO_00000004
BINARY is OCCO_00000105 Class
BINARY SubClassOf OCCO_00000105 OCCO_00000004
BINARY is OCCO_00000106 Class
BINARY SubClassOf OCCO_00000106 OCCO_00000004
BINARY is OCCO_00000107 Class
BINARY SubClassOf OCCO_00000107 OCCO_00000004
BINARY is OCCO_00000108 Class
BINARY SubClassOf OCCO_00000108 OCCO_00000004
BINARY is OCCO_00000109 Class
BINARY SubClassOf OCCO_00000109 OCCO_00000004
BINARY is OCCO_00000110 Class
BINARY SubClassOf OCCO_00000110 OCCO_00000004
BINARY is OCCO_00000111 Class
BINARY SubClassOf OCCO_00000111 OCCO_00000004
BINARY is OCCO_00000112 Class
BINARY SubClassOf OCCO_00000112 OCCO_00000013
BINARY is OCCO_00000113 Class
BINARY SubClassOf OCCO_00000113 OCCO_00000013
BINARY is OCCO_11201000 Class
BINARY is OCCO_11201100 Class
BINARY SubClassOf OCCO_11201100 OCCO_11201000,
BINARY SubClassOf OCCO_11201100 OCCO_00000009_some_OCCO_00000087,
BINARY SubClassOf OCCO_11201100 OCCO_00000009_some_OCCO_00000088,
BINARY SubClassOf OCCO_11201100 OCCO_00000009_some_OCCO_00000099,
BINARY SubClassOf OCCO_11201100 OCCO_00000009_some_OCCO_00000100,
BINARY SubClassOf OCCO_11201100 OCCO_00000009_some_OCCO_00000110,
BINARY SubClassOf OCCO_11201100 OCCO_00000009_some_OCCO_00000111,
BINARY SubClassOf OCCO_11201100 OCCO_00000010_some_OCCO_00000021,
BINARY SubClassOf OCCO_11201100 OCCO_00000010_some_OCCO_00000043,
BINARY SubClassOf OCCO_11201100 OCCO_00000010_some_OCCO_00000047,
BINARY SubClassOf OCCO_11201100 OCCO_00000010_some_OCCO_00000048,
BINARY SubClassOf OCCO_11201100 OCCO_00000010_some_OCCO_00000052,
BINARY SubClassOf OCCO_11201100 OCCO_00000010_some_OCCO_00000054,
BINARY SubClassOf OCCO_11201100 OCCO_00000006_value_4
BINARY is OCCO_11301000 Class
BINARY is OCCO_11301200 Class
BINARY SubClassOf OCCO_11301200 OCCO_11301000,
BINARY SubClassOf OCCO_11301200 OCCO_00000009_some_OCCO_00000087,
BINARY SubClassOf OCCO_11301200 OCCO_00000009_some_OCCO_00000088,
BINARY SubClassOf OCCO_11301200 OCCO_00000009_some_OCCO_00000099,
BINARY SubClassOf OCCO_11301200 OCCO_00000009_some_OCCO_00000100,
BINARY SubClassOf OCCO_11301200 OCCO_00000009_some_OCCO_00000110,
BINARY SubClassOf OCCO_11301200 OCCO_00000009_some_OCCO_00000111,
BINARY SubClassOf OCCO_11301200 OCCO_00000010_some_OCCO_00000021,
BINARY SubClassOf OCCO_11301200 OCCO_00000010_some_OCCO_00000023,
BINARY SubClassOf OCCO_11301200 OCCO_00000010_some_OCCO_00000043,
BINARY SubClassOf OCCO_11301200 OCCO_00000010_some_OCCO_00000048,
BINARY SubClassOf OCCO_11301200 OCCO_00000010_some_OCCO_00000052,
BINARY SubClassOf OCCO_11301200 OCCO_00000010_some_OCCO_00000054,
BINARY SubClassOf OCCO_11301200 OCCO_00000006_value_3
BINARY is OCCO_11305000 Class
BINARY is OCCO_11305100 Class
BINARY SubClassOf OCCO_11305100 OCCO_11305000,
BINARY SubClassOf OCCO_11305100 OCCO_00000009_some_OCCO_00000064,
BINARY SubClassOf OCCO_11305100 OCCO_00000009_some_OCCO_00000079,
BINARY SubClassOf OCCO_11305100 OCCO_00000009_some_OCCO_00000087,
BINARY SubClassOf OCCO_11305100 OCCO_00000009_some_OCCO_00000088,
BINARY SubClassOf OCCO_11305100 OCCO_00000009_some_OCCO_00000092,
BINARY SubClassOf OCCO_11305100 OCCO_00000009_some_OCCO_00000110,
BINARY SubClassOf OCCO_11305100 OCCO_00000010_some_OCCO_00000023,
BINARY SubClassOf OCCO_11305100 OCCO_00000010_some_OCCO_00000024,
BINARY SubClassOf OCCO_11305100 OCCO_00000010_some_OCCO_00000035,
BINARY SubClassOf OCCO_11305100 OCCO_00000010_some_OCCO_00000043,
BINARY SubClassOf OCCO_11305100 OCCO_00000010_some_OCCO_00000048,
BINARY SubClassOf OCCO_11305100 OCCO_00000010_some_OCCO_00000052,
BINARY SubClassOf OCCO_11305100 OCCO_00000006_value_4
BINARY is OCCO_11307000 Class
BINARY is OCCO_11307100 Class
BINARY SubClassOf OCCO_11307100 OCCO_11307000,
BINARY SubClassOf OCCO_11307100 OCCO_00000006_value_4
BINARY is OCCO_11313000 Class
BINARY is OCCO_11313100 Class
BINARY SubClassOf OCCO_11313100 OCCO_11313000,
BINARY SubClassOf OCCO_11313100 OCCO_00000009_some_OCCO_00000073,
BINARY SubClassOf OCCO_11313100 OCCO_00000009_some_OCCO_00000087,
BINARY SubClassOf OCCO_11313100 OCCO_00000009_some_OCCO_00000088,
BINARY SubClassOf OCCO_11313100 OCCO_00000009_some_OCCO_00000099,
BINARY SubClassOf OCCO_11313100 OCCO_00000009_some_OCCO_00000110,
BINARY SubClassOf OCCO_11313100 OCCO_00000009_some_OCCO_00000111,
BINARY SubClassOf OCCO_11313100 OCCO_00000010_some_OCCO_00000021,
BINARY SubClassOf OCCO_11313100 OCCO_00000010_some_OCCO_00000023,
BINARY SubClassOf OCCO_11313100 OCCO_00000010_some_OCCO_00000024,
BINARY SubClassOf OCCO_11313100 OCCO_00000010_some_OCCO_00000028,
BINARY SubClassOf OCCO_11313100 OCCO_00000010_some_OCCO_00000030,
BINARY SubClassOf OCCO_11313100 OCCO_00000010_some_OCCO_00000048,
BINARY SubClassOf OCCO_11313100 OCCO_00000006_value_4
BINARY is OCCO_11901000 Class
BINARY is OCCO_11901300 Class
BINARY SubClassOf OCCO_11901300 OCCO_11901000,
BINARY SubClassOf OCCO_11901300 OCCO_00000006_value_4
BINARY is OCCO_11903000 Class
BINARY is OCCO_11903100 Class
BINARY SubClassOf OCCO_11903100 OCCO_11903000,
BINARY SubClassOf OCCO_11903100 OCCO_00000006_value_4
BINARY is OCCO_11903200 Class
BINARY SubClassOf OCCO_11903200 OCCO_11903000,
BINARY SubClassOf OCCO_11903200 OCCO_00000006_value_5
BINARY is OCCO_11903300 Class
BINARY SubClassOf OCCO_11903300 OCCO_11903000,
BINARY SubClassOf OCCO_11903300 OCCO_00000009_some_OCCO_00000088,
BINARY SubClassOf OCCO_11903300 OCCO_00000009_some_OCCO_00000092,
BINARY SubClassOf OCCO_11903300 OCCO_00000009_some_OCCO_00000099,
BINARY SubClassOf OCCO_11903300 OCCO_00000009_some_OCCO_00000100,
BINARY SubClassOf OCCO_11903300 OCCO_00000009_some_OCCO_00000110,
BINARY SubClassOf OCCO_11903300 OCCO_00000009_some_OCCO_00000111,
BINARY SubClassOf OCCO_11903300 OCCO_00000010_some_OCCO_00000021,
BINARY SubClassOf OCCO_11903300 OCCO_00000010_some_OCCO_00000024,
BINARY SubClassOf OCCO_11903300 OCCO_00000010_some_OCCO_00000035,
BINARY SubClassOf OCCO_11903300 OCCO_00000010_some_OCCO_00000043,
BINARY SubClassOf OCCO_11903300 OCCO_00000010_some_OCCO_00000048,
BINARY SubClassOf OCCO_11903300 OCCO_00000010_some_OCCO_00000054,
BINARY SubClassOf OCCO_11903300 OCCO_00000006_value_5
BINARY is OCCO_11904000 Class
BINARY is OCCO_11904100 Class
BINARY SubClassOf OCCO_11904100 OCCO_11904000,
BINARY SubClassOf OCCO_11904100 OCCO_00000009_some_OCCO_00000064,
BINARY SubClassOf OCCO_11904100 OCCO_00000009_some_OCCO_00000078,
BINARY SubClassOf OCCO_11904100 OCCO_00000009_some_OCCO_00000087,
BINARY SubClassOf OCCO_11904100 OCCO_00000009_some_OCCO_00000088,
BINARY SubClassOf OCCO_11904100 OCCO_00000009_some_OCCO_00000092,
BINARY SubClassOf OCCO_11904100 OCCO_00000009_some_OCCO_00000110,
BINARY SubClassOf OCCO_11904100 OCCO_00000010_some_OCCO_00000021,
BINARY SubClassOf OCCO_11904100 OCCO_00000010_some_OCCO_00000024,
BINARY SubClassOf OCCO_11904100 OCCO_00000010_some_OCCO_00000029,
BINARY SubClassOf OCCO_11904100 OCCO_00000010_some_OCCO_00000043,
BINARY SubClassOf OCCO_11904100 OCCO_00000010_some_OCCO_00000048,
BINARY SubClassOf OCCO_11904100 OCCO_00000010_some_OCCO_00000052,
BINARY SubClassOf OCCO_11904100 OCCO_00000006_value_5
BINARY is OCCO_11907000 Class
BINARY is OCCO_11907200 Class
BINARY SubClassOf OCCO_11907200 OCCO_11907000,
BINARY SubClassOf OCCO_11907200 OCCO_00000006_value_4
BINARY is OCCO_11911000 Class
BINARY is OCCO_11911100 Class
BINARY SubClassOf OCCO_11911100 OCCO_11911000,
BINARY SubClassOf OCCO_11911100 OCCO_00000009_some_OCCO_00000087,
BINARY SubClassOf OCCO_11911100 OCCO_00000009_some_OCCO_00000088,
BINARY SubClassOf OCCO_11911100 OCCO_00000009_some_OCCO_00000092,
BINARY SubClassOf OCCO_11911100 OCCO_00000009_some_OCCO_00000099,
BINARY SubClassOf OCCO_11911100 OCCO_00000009_some_OCCO_00000110,
BINARY SubClassOf OCCO_11911100 OCCO_00000009_some_OCCO_00000111,
BINARY SubClassOf OCCO_11911100 OCCO_00000010_some_OCCO_00000024,
BINARY SubClassOf OCCO_11911100 OCCO_00000010_some_OCCO_00000029,
BINARY SubClassOf OCCO_11911100 OCCO_00000010_some_OCCO_00000043,
BINARY SubClassOf OCCO_11911100 OCCO_00000010_some_OCCO_00000048,
BINARY SubClassOf OCCO_11911100 OCCO_00000010_some_OCCO_00000052,
BINARY SubClassOf OCCO_11911100 OCCO_00000010_some_OCCO_00000054,
BINARY SubClassOf OCCO_11911100 OCCO_00000006_value_4
BINARY is OCCO_11912000 Class
BINARY is OCCO_11912102 Class
BINARY SubClassOf OCCO_11912102 OCCO_11912000,
BINARY SubClassOf OCCO_11912102 OCCO_00000009_some_OCCO_00000064,
BINARY SubClassOf OCCO_11912102 OCCO_00000009_some_OCCO_00000078,
BINARY SubClassOf OCCO_11912102 OCCO_00000009_some_OCCO_00000087,
BINARY SubClassOf OCCO_11912102 OCCO_00000009_some_OCCO_00000092,
BINARY SubClassOf OCCO_11912102 OCCO_00000009_some_OCCO_00000110,
BINARY SubClassOf OCCO_11912102 OCCO_00000009_some_OCCO_00000111,
BINARY SubClassOf OCCO_11912102 OCCO_00000010_some_OCCO_00000021,
BINARY SubClassOf OCCO_11912102 OCCO_00000010_some_OCCO_00000022,
BINARY SubClassOf OCCO_11912102 OCCO_00000010_some_OCCO_00000043,
BINARY SubClassOf OCCO_11912102 OCCO_00000010_some_OCCO_00000049,
BINARY SubClassOf OCCO_11912102 OCCO_00000010_some_OCCO_00000050,
BINARY SubClassOf OCCO_11912102 OCCO_00000010_some_OCCO_00000054,
BINARY SubClassOf OCCO_11912102 OCCO_00000006_value_4
BINARY is OCCO_11914000 Class
BINARY is OCCO_11914100 Class
BINARY SubClassOf OCCO_11914100 OCCO_11914000,
BINARY SubClassOf OCCO_11914100 OCCO_00000009_some_OCCO_00000087,
BINARY SubClassOf OCCO_11914100 OCCO_00000009_some_OCCO_00000088,
BINARY SubClassOf OCCO_11914100 OCCO_00000009_some_OCCO_00000092,
BINARY SubClassOf OCCO_11914100 OCCO_00000009_some_OCCO_00000099,
BINARY SubClassOf OCCO_11914100 OCCO_00000009_some_OCCO_00000110,
BINARY SubClassOf OCCO_11914100 OCCO_00000009_some_OCCO_00000111,
BINARY SubClassOf OCCO_11914100 OCCO_00000010_some_OCCO_00000021,
BINARY SubClassOf OCCO_11914100 OCCO_00000010_some_OCCO_00000023,
BINARY SubClassOf OCCO_11914100 OCCO_00000010_some_OCCO_00000036,
BINARY SubClassOf OCCO_11914100 OCCO_00000010_some_OCCO_00000043,
BINARY SubClassOf OCCO_11914100 OCCO_00000010_some_OCCO_00000048,
BINARY SubClassOf OCCO_11914100 OCCO_00000010_some_OCCO_00000054,
BINARY SubClassOf OCCO_11914100 OCCO_00000006_value_4
BINARY is OCCO_11917000 Class
BINARY is OCCO_11917100 Class
BINARY SubClassOf OCCO_11917100 OCCO_11917000,
BINARY SubClassOf OCCO_11917100 OCCO_00000006_value_3
BINARY is OCCO_11919000 Class
BINARY is OCCO_11919902 Class
BINARY SubClassOf OCCO_11919902 OCCO_11919000,
BINARY SubClassOf OCCO_11919902 OCCO_00000009_some_OCCO_00000064,
BINARY SubClassOf OCCO_11919902 OCCO_00000009_some_OCCO_00000087,
BINARY SubClassOf OCCO_11919902 OCCO_00000009_some_OCCO_00000088,
BINARY SubClassOf OCCO_11919902 OCCO_00000009_some_OCCO_00000092,
BINARY SubClassOf OCCO_11919902 OCCO_00000009_some_OCCO_00000110,
BINARY SubClassOf OCCO_11919902 OCCO_00000009_some_OCCO_00000111,
BINARY SubClassOf OCCO_11919902 OCCO_00000010_some_OCCO_00000021,
BINARY SubClassOf OCCO_11919902 OCCO_00000010_some_OCCO_00000023,
BINARY SubClassOf OCCO_11919902 OCCO_00000010_some_OCCO_00000024,
BINARY SubClassOf OCCO_11919902 OCCO_00000010_some_OCCO_00000035,
BINARY SubClassOf OCCO_11919902 OCCO_00000010_some_OCCO_00000043,
BINARY SubClassOf OCCO_11919902 OCCO_00000010_some_OCCO_00000054,
BINARY SubClassOf OCCO_11919902 OCCO_00000006_value_4
BINARY is OCCO_11919909 Class
BINARY SubClassOf OCCO_11919909 OCCO_11919000,
BINARY SubClassOf OCCO_11919909 OCCO_00000009_some_OCCO_00000087,
BINARY SubClassOf OCCO_11919909 OCCO_00000009_some_OCCO_00000088,
BINARY SubClassOf OCCO_11919909 OCCO_00000009_some_OCCO_00000092,
BINARY SubClassOf OCCO_11919909 OCCO_00000009_some_OCCO_00000099,
BINARY SubClassOf OCCO_11919909 OCCO_00000009_some_OCCO_00000100,
BINARY SubClassOf OCCO_11919909 OCCO_00000009_some_OCCO_00000110,
BINARY SubClassOf OCCO_11919909 OCCO_00000010_some_OCCO_00000021,
BINARY SubClassOf OCCO_11919909 OCCO_00000010_some_OCCO_00000024,
BINARY SubClassOf OCCO_11919909 OCCO_00000010_some_OCCO_00000035,
BINARY SubClassOf OCCO_11919909 OCCO_00000010_some_OCCO_00000043,
BINARY SubClassOf OCCO_11919909 OCCO_00000010_some_OCCO_00000047,
BINARY SubClassOf OCCO_11919909 OCCO_00000010_some_OCCO_00000048,
BINARY SubClassOf OCCO_11919909 OCCO_00000006_value_3
BINARY is OCCO_13104000 Class
BINARY is OCCO_13104107 Class
BINARY SubClassOf OCCO_13104107 OCCO_13104000,
BINARY SubClassOf OCCO_13104107 OCCO_00000009_some_OCCO_00000087,
BINARY SubClassOf OCCO_13104107 OCCO_00000009_some_OCCO_00000088,
BINARY SubClassOf OCCO_13104107 OCCO_00000009_some_OCCO_00000092,
BINARY SubClassOf OCCO_13104107 OCCO_00000009_some_OCCO_00000099,
BINARY SubClassOf OCCO_13104107 OCCO_00000009_some_OCCO_00000110,
BINARY SubClassOf OCCO_13104107 OCCO_00000009_some_OCCO_00000111,
BINARY SubClassOf OCCO_13104107 OCCO_00000010_some_OCCO_00000024,
BINARY SubClassOf OCCO_13104107 OCCO_00000010_some_OCCO_00000029,
BINARY SubClassOf OCCO_13104107 OCCO_00000010_some_OCCO_00000043,
BINARY SubClassOf OCCO_13104107 OCCO_00000010_some_OCCO_00000048,
BINARY SubClassOf OCCO_13104107 OCCO_00000010_some_OCCO_00000049,
BINARY SubClassOf OCCO_13104107 OCCO_00000010_some_OCCO_00000054,
BINARY SubClassOf OCCO_13104107 OCCO_00000006_value_4
BINARY is OCCO_13105000 Class
BINARY is OCCO_13105100 Class
BINARY SubClassOf OCCO_13105100 OCCO_13105000,
BINARY SubClassOf OCCO_13105100 OCCO_00000009_some_OCCO_00000078,
BINARY SubClassOf OCCO_13105100 OCCO_00000009_some_OCCO_00000081,
BINARY SubClassOf OCCO_13105100 OCCO_00000009_some_OCCO_00000086,
