BINARY is float Datatype
BINARY equiv ONSTR_1078667 ONSTR_9239980_and_((IAO_0000039_value_ONSTR_1807672)_or_(IAO_0000039_value_ONSTR_2553805)_or_(IAO_0000039_value_ONSTR_6650399)_or_(IAO_0000039_value_ONSTR_8176500)_or_(IAO_0000039_value_ONSTR_9660969))_and_(IAO_0000136_some
BINARY equiv ONSTR_1078667 (CHEBI_23044_and_(BFO_0000087_some_OBI_0000204)))_and_(IAO_0000004_some_float)
BINARY SubClassOf ONSTR_1078667 ONSTR_9239980
BINARY is ONSTR_1113327 Class
BINARY is ONSTR_1177320 Class
BINARY SubClassOf ONSTR_1177320 ONSTR_1583962
BINARY is ONSTR_1207407 Class
BINARY equiv ONSTR_1207407 ONSTR_1363067_and_(IAO_0000136_some
BINARY equiv ONSTR_1207407 (CHEBI_24062_and_(BFO_0000087_some_OBI_0000204)))
BINARY SubClassOf ONSTR_1207407 ONSTR_1363067
BINARY is ONSTR_1228586 Class
BINARY SubClassOf ONSTR_1228586 ONSTR_1838254
BINARY is ONSTR_1326752 Class
BINARY SubClassOf ONSTR_1326752 ONSTR_7113951
BINARY is ONSTR_1363067 Class
BINARY SubClassOf ONSTR_1363067 ONSTR_3812544
BINARY is ONSTR_1454514 Class
BINARY SubClassOf ONSTR_1454514 ONSTR_6830160
BINARY is ONSTR_1575035 Class
BINARY equiv ONSTR_1575035 ONSTR_1363067_and_(IAO_0000136_some
BINARY equiv ONSTR_1575035 (CHEBI_24860_and_(BFO_0000087_some_OBI_0000204)))
BINARY SubClassOf ONSTR_1575035 ONSTR_1363067
BINARY is ONSTR_1583962 Class
BINARY equiv ONSTR_1583962 ONSTR_1363067_and_(IAO_0000136_some
BINARY equiv ONSTR_1583962 (CHEBI_22985_and_(BFO_0000087_some_OBI_0000204)))
BINARY SubClassOf ONSTR_1583962 ONSTR_1363067
BINARY is ONSTR_1600296 Class
BINARY SubClassOf ONSTR_1600296 ONSTR_0923831
BINARY is ONSTR_1757060 Class
BINARY SubClassOf ONSTR_1757060 ONSTR_5178796
BINARY is ONSTR_1759467 Class
BINARY equiv ONSTR_1759467 ONSTR_1363067_and_(IAO_0000136_some
BINARY equiv ONSTR_1759467 (CHEBI_26217_and_(BFO_0000087_some_OBI_0000204)))
BINARY SubClassOf ONSTR_1759467 ONSTR_1363067
BINARY is ONSTR_1838254 Class
BINARY equiv ONSTR_1838254 ONSTR_9239980_and_((IAO_0000039_value_ONSTR_2553805)_or_(IAO_0000039_value_ONSTR_6650399)_or_(IAO_0000039_value_ONSTR_8176500))_and_(IAO_0000136_some
BINARY equiv ONSTR_1838254 (CHEBI_17015_and_(BFO_0000087_some_OBI_0000204)))_and_(IAO_0000004_some_float)
BINARY SubClassOf ONSTR_1838254 ONSTR_9239980
BINARY is ONSTR_1942723 Class
BINARY SubClassOf ONSTR_1942723 ONSTR_4213927
BINARY is ONSTR_2067486 Class
BINARY SubClassOf ONSTR_2067486 ONSTR_3255175
BINARY is ONSTR_2141667 Class
BINARY SubClassOf ONSTR_2141667 ONSTR_4060111
BINARY is ONSTR_2191830 Class
BINARY SubClassOf ONSTR_2191830 ONSTR_8741124
BINARY is ONSTR_2220128 Class
BINARY SubClassOf ONSTR_2220128 ONSTR_5060782
BINARY is ONSTR_2224330 Class
BINARY SubClassOf ONSTR_2224330 ONSTR_9471223
BINARY is ONSTR_2239367 Class
BINARY SubClassOf ONSTR_2239367 ONSTR_1207407
BINARY is ONSTR_2260479 Class
BINARY SubClassOf ONSTR_2260479 ONSTR_9522419
BINARY is ONSTR_2276485 Class
BINARY SubClassOf ONSTR_2276485 ONSTR_1207407
BINARY is ONSTR_2284853 Class
BINARY equiv ONSTR_2284853 ONSTR_9239980_and_((IAO_0000039_value_ONSTR_2553805)_or_(IAO_0000039_value_ONSTR_6650399)_or_(IAO_0000039_value_ONSTR_8176500))_and_(IAO_0000136_some
BINARY equiv ONSTR_2284853 (CHEBI_15354_and_(BFO_0000087_some_OBI_0000204)))_and_(IAO_0000004_some_float)
BINARY SubClassOf ONSTR_2284853 ONSTR_9239980
BINARY is ONSTR_2448715 Class
BINARY SubClassOf ONSTR_2448715 ONSTR_1759467
BINARY is ONSTR_2476516 Class
BINARY SubClassOf ONSTR_2476516 ONSTR_9890923
BINARY is ONSTR_2546618 Class
BINARY SubClassOf ONSTR_2546618 ONSTR_7446995
BINARY is ONSTR_2627773 Class
BINARY equiv ONSTR_2627773 ONSTR_1363067_and_(IAO_0000136_some
BINARY equiv ONSTR_2627773 (CHEBI_26712_and_(BFO_0000087_some_OBI_0000204)))
BINARY SubClassOf ONSTR_2627773 ONSTR_1363067
BINARY is ONSTR_2670301 Class
BINARY SubClassOf ONSTR_2670301 ONSTR_0923831
BINARY is ONSTR_2760775 Class
BINARY equiv ONSTR_2760775 ONSTR_9239980_and_((IAO_0000039_value_ONSTR_2553805)_or_(IAO_0000039_value_ONSTR_6650399)_or_(IAO_0000039_value_ONSTR_8176500))_and_(IAO_0000136_some
BINARY equiv ONSTR_2760775 (CHEBI_27306_and_(BFO_0000087_some_OBI_0000204)))_and_(IAO_0000004_some_float)
BINARY SubClassOf ONSTR_2760775 ONSTR_9239980
BINARY is ONSTR_2835113 Class
BINARY SubClassOf ONSTR_2835113 ONSTR_4999812
BINARY is ONSTR_2877975 Class
BINARY SubClassOf ONSTR_2877975 ONSTR_3736352
BINARY is ONSTR_3000175 Class
BINARY SubClassOf ONSTR_3000175 ONSTR_4721332
BINARY is ONSTR_3068621 Class
BINARY equiv ONSTR_3068621 ONSTR_9239980_and_((IAO_0000039_value_ONSTR_0548739)_or_(IAO_0000039_value_ONSTR_2553805)_or_(IAO_0000039_value_ONSTR_6650399)_or_(IAO_0000039_value_ONSTR_8176500))_and_(IAO_0000136_some
BINARY equiv ONSTR_3068621 ((CHEBI_15940_and_CHEBI_17154)_and_(BFO_0000087_some_OBI_0000204)))_and_(IAO_0000004_some_float)
BINARY SubClassOf ONSTR_3068621 ONSTR_9239980
BINARY is ONSTR_3215569 Class
BINARY is ONSTR_3255175 Class
BINARY equiv ONSTR_3255175 ONSTR_8313486_and_(IAO_0000136_some_ONSTR_0193925)
BINARY SubClassOf ONSTR_3255175 ONSTR_8313486
BINARY is ONSTR_3267452 Class
BINARY SubClassOf ONSTR_3267452 ONSTR_9471223
BINARY is ONSTR_3290480 Class
BINARY equiv ONSTR_3290480 ONSTR_3255175_and_OBI_0000679_and_(ONSTR_1563655_some_ONSTR_6358913)_and_(ONSTR_1563655_some
BINARY equiv ONSTR_3290480 (ONSTR_3215569_or_ONSTR_5782884))_and_(ONSTR_3011743_some_ONSTR_5883438)_and_(ONSTR_4444444_some_ONSTR_6867187)_and_(OBI_0000999_some_ONSTR_1113327)_and_(OBI_0000999_some_ONSTR_3860469)
BINARY SubClassOf ONSTR_3290480 ONSTR_3255175,
BINARY SubClassOf ONSTR_3290480 OBI_0000679
BINARY is ONSTR_3440460 Class
BINARY equiv ONSTR_3440460 ONSTR_1363067_and_(IAO_0000136_some
BINARY equiv ONSTR_3440460 (CHEBI_24873_and_(BFO_0000087_some_OBI_0000204)))
BINARY SubClassOf ONSTR_3440460 ONSTR_1363067
BINARY is ONSTR_3503523 Class
BINARY SubClassOf ONSTR_3503523 ONSTR_4060111
BINARY is ONSTR_3692303 Class
BINARY SubClassOf ONSTR_3692303 ONSTR_2760775
BINARY is ONSTR_3736352 Class
BINARY equiv ONSTR_3736352 ONSTR_1363067_and_(IAO_0000136_some
BINARY equiv ONSTR_3736352 (CHEBI_26082_and_(BFO_0000087_some_OBI_0000204)))
BINARY SubClassOf ONSTR_3736352 ONSTR_1363067
BINARY is ONSTR_3812544 Class
BINARY SubClassOf ONSTR_3812544 ONSTR_8199564
BINARY is ONSTR_3860469 Class
BINARY is ONSTR_3880350 Class
BINARY SubClassOf ONSTR_3880350 ONSTR_3068621
BINARY is ONSTR_3980112 Class
BINARY SubClassOf ONSTR_3980112 ONSTR_8741124
BINARY is ONSTR_3983113 Class
BINARY SubClassOf ONSTR_3983113 ONSTR_1759467
BINARY is ONSTR_4054701 Class
BINARY SubClassOf ONSTR_4054701 ONSTR_3440460
BINARY is ONSTR_4057085 Class
BINARY SubClassOf ONSTR_4057085 ONSTR_4277295
BINARY is ONSTR_4060111 Class
BINARY equiv ONSTR_4060111 ONSTR_1363067_and_(IAO_0000136_some
BINARY equiv ONSTR_4060111 (CHEBI_25154_and_(BFO_0000087_some_OBI_0000204)))
BINARY SubClassOf ONSTR_4060111 ONSTR_1363067
BINARY is ONSTR_4213927 Class
BINARY equiv ONSTR_4213927 ONSTR_9239980_and_((IAO_0000039_value_ONSTR_2553805)_or_(IAO_0000039_value_ONSTR_6650399)_or_(IAO_0000039_value_ONSTR_8176500))_and_(IAO_0000136_some
BINARY equiv ONSTR_4213927 (CHEBI_28384_and_(BFO_0000087_some_OBI_0000204)))_and_(IAO_0000004_some_float)
BINARY SubClassOf ONSTR_4213927 ONSTR_9239980
BINARY is ONSTR_4217381 Class
BINARY SubClassOf ONSTR_4217381 ONSTR_3440460
BINARY is ONSTR_4275167 Class
BINARY SubClassOf ONSTR_4275167 ONSTR_6015466
BINARY is ONSTR_4277295 Class
BINARY equiv ONSTR_4277295 ONSTR_9239980_and_((IAO_0000039_value_ONSTR_2553805)_or_(IAO_0000039_value_ONSTR_4928224)_or_(IAO_0000039_value_ONSTR_6650399)_or_(IAO_0000039_value_ONSTR_8176500))_and_(IAO_0000136_some
BINARY equiv ONSTR_4277295 (CHEBI_27470_and_(BFO_0000087_some_OBI_0000204)))_and_(IAO_0000004_some_float)
BINARY SubClassOf ONSTR_4277295 ONSTR_9239980
BINARY is ONSTR_4335147 Class
BINARY SubClassOf ONSTR_4335147 ONSTR_7113951
BINARY is ONSTR_4344223 Class
BINARY SubClassOf ONSTR_4344223 ONSTR_1207407
BINARY is ONSTR_4547815 Class
BINARY SubClassOf ONSTR_4547815 ONSTR_4721332
BINARY is ONSTR_4552868 Class
BINARY SubClassOf ONSTR_4552868 ONSTR_7113951
BINARY is ONSTR_4721332 Class
BINARY equiv ONSTR_4721332 ONSTR_1363067_and_(IAO_0000136_some
BINARY equiv ONSTR_4721332 (CHEBI_23377_and_(BFO_0000087_some_OBI_0000204)))
BINARY SubClassOf ONSTR_4721332 ONSTR_1363067
BINARY is ONSTR_4741631 Class
BINARY SubClassOf ONSTR_4741631 ONSTR_2284853
BINARY is ONSTR_4748813 Class
BINARY SubClassOf ONSTR_4748813 ONSTR_2627773
BINARY is ONSTR_4900837 Class
BINARY SubClassOf ONSTR_4900837 ONSTR_2760775
BINARY is ONSTR_4978872 Class
BINARY SubClassOf ONSTR_4978872 ONSTR_7446995
BINARY is ONSTR_4999812 Class
BINARY equiv ONSTR_4999812 ONSTR_9239980_and_((IAO_0000039_value_ONSTR_2553805)_or_(IAO_0000039_value_ONSTR_6650399)_or_(IAO_0000039_value_ONSTR_8176500))_and_(IAO_0000136_some
BINARY equiv ONSTR_4999812 ((CHEBI_17439_and_CHEBI_30411)_and_(BFO_0000087_some_OBI_0000204)))_and_(IAO_0000004_some_float)
BINARY SubClassOf ONSTR_4999812 ONSTR_9239980
BINARY is ONSTR_5058292 Class
BINARY SubClassOf ONSTR_5058292 ONSTR_2760775
BINARY is ONSTR_5060782 Class
BINARY equiv ONSTR_5060782 ONSTR_9239980_and_((IAO_0000039_value_ONSTR_2553805)_or_(IAO_0000039_value_ONSTR_4406094)_or_(IAO_0000039_value_ONSTR_6650399)_or_(IAO_0000039_value_ONSTR_8176500))_and_(IAO_0000136_some
BINARY equiv ONSTR_5060782 ((CHEBI_27013_and_CHEBI_33235)_and_(BFO_0000087_some_OBI_0000204)))_and_(IAO_0000004_some_float)
BINARY SubClassOf ONSTR_5060782 ONSTR_9239980
BINARY is ONSTR_5066707 Class
BINARY SubClassOf ONSTR_5066707 ONSTR_3068621
BINARY is ONSTR_5077448 Class
BINARY SubClassOf ONSTR_5077448 ONSTR_6830160
BINARY is ONSTR_5139078 Class
BINARY SubClassOf ONSTR_5139078 ONSTR_6830160
BINARY is ONSTR_5178796 Class
BINARY equiv ONSTR_5178796 ONSTR_1363067_and_(IAO_0000136_some
BINARY equiv ONSTR_5178796 (CHEBI_26628_and_(BFO_0000087_some_OBI_0000204)))
BINARY SubClassOf ONSTR_5178796 ONSTR_1363067
BINARY is ONSTR_5299441 Class
BINARY SubClassOf ONSTR_5299441 ONSTR_2627773
BINARY is ONSTR_5320178 Class
BINARY SubClassOf ONSTR_5320178 ONSTR_3290480
BINARY is ONSTR_5429319 Class
BINARY SubClassOf ONSTR_5429319 ONSTR_1575035
BINARY is ONSTR_5619441 Class
BINARY SubClassOf ONSTR_5619441 ONSTR_4060111
BINARY is ONSTR_5758799 Class
BINARY SubClassOf ONSTR_5758799 ONSTR_1575035
BINARY is ONSTR_5782884 Class
BINARY is ONSTR_5827536 Class
BINARY SubClassOf ONSTR_5827536 ONSTR_6081701
BINARY is ONSTR_5883438 Class
BINARY is ONSTR_5941530 Class
BINARY SubClassOf ONSTR_5941530 ONSTR_6081701
BINARY is ONSTR_5965017 Class
BINARY SubClassOf ONSTR_5965017 ONSTR_4277295
BINARY is ONSTR_5985880 Class
BINARY SubClassOf ONSTR_5985880 ONSTR_5178796
BINARY is ONSTR_6015466 Class
BINARY equiv ONSTR_6015466 ONSTR_1363067_and_(IAO_0000136_some
BINARY equiv ONSTR_6015466 (CHEBI_23237_and_(BFO_0000087_some_OBI_0000204)))
BINARY SubClassOf ONSTR_6015466 ONSTR_1363067
BINARY is ONSTR_6033064 Class
BINARY SubClassOf ONSTR_6033064 ONSTR_4213927
BINARY is ONSTR_6081701 Class
BINARY equiv ONSTR_6081701 ONSTR_9239980_and_((IAO_0000039_value_ONSTR_1807672)_or_(IAO_0000039_value_ONSTR_2553805)_or_(IAO_0000039_value_ONSTR_6650399)_or_(IAO_0000039_value_ONSTR_8176500)_or_(IAO_0000039_value_ONSTR_9660969))_and_(IAO_0000136_some
BINARY equiv ONSTR_6081701 ((CHEBI_10362_and_CHEBI_12777_and_CHEBI_17579_and_CHEBI_27740_and_CHEBI_28425_and_CHEBI_50211)_and_(BFO_0000087_some_OBI_0000204)))_and_(IAO_0000004_some_float)
BINARY SubClassOf ONSTR_6081701 ONSTR_9239980
BINARY is ONSTR_6225611 Class
BINARY SubClassOf ONSTR_6225611 ONSTR_0923831
BINARY is ONSTR_6330670 Class
BINARY SubClassOf ONSTR_6330670 ONSTR_6081701
BINARY is ONSTR_6358913 Class
BINARY is ONSTR_6464019 Class
BINARY equiv ONSTR_6464019 ONSTR_9239980_and_((IAO_0000039_value_ONSTR_2553805)_or_(IAO_0000039_value_ONSTR_6650399)_or_(IAO_0000039_value_ONSTR_8176500))_and_(IAO_0000136_some
BINARY equiv ONSTR_6464019 (CHEBI_29073_and_(BFO_0000087_some_OBI_0000204)))_and_(IAO_0000004_some_float)
BINARY SubClassOf ONSTR_6464019 ONSTR_9239980
BINARY is ONSTR_6645105 Class
BINARY SubClassOf ONSTR_6645105 ONSTR_5060782
BINARY is ONSTR_6706610 Class
BINARY SubClassOf ONSTR_6706610 ONSTR_9522419
BINARY is ONSTR_6728067 Class
BINARY SubClassOf ONSTR_6728067 ONSTR_9890923
BINARY is ONSTR_6745429 Class
BINARY SubClassOf ONSTR_6745429 ONSTR_2627773
BINARY is ONSTR_6828601 Class
BINARY SubClassOf ONSTR_6828601 ONSTR_1583962
BINARY is ONSTR_6830160 Class
BINARY equiv ONSTR_6830160 ONSTR_9239980_and_((IAO_0000039_value_ONSTR_2553805)_or_(IAO_0000039_value_ONSTR_6650399)_or_(IAO_0000039_value_ONSTR_8176500))_and_(IAO_0000136_some
BINARY equiv ONSTR_6830160 (CHEBI_26948_and_(BFO_0000087_some_OBI_0000204)))_and_(IAO_0000004_some_float)
BINARY SubClassOf ONSTR_6830160 ONSTR_9239980
BINARY is ONSTR_6867187 Class
BINARY is ONSTR_6897756 Class
BINARY SubClassOf ONSTR_6897756 ONSTR_4277295
BINARY is ONSTR_7023842 Class
BINARY SubClassOf ONSTR_7023842 ONSTR_8741124
BINARY is ONSTR_7087991 Class
BINARY equiv ONSTR_7087991 ONSTR_1363067_and_(IAO_0000136_some
BINARY equiv ONSTR_7087991 (CHEBI_33748_and_(BFO_0000087_some_OBI_0000204)))
BINARY SubClassOf ONSTR_7087991 ONSTR_1363067
BINARY is ONSTR_7113951 Class
BINARY equiv ONSTR_7113951 ONSTR_9239980_and_((IAO_0000039_value_ONSTR_2553805)_or_(IAO_0000039_value_ONSTR_6650399)_or_(IAO_0000039_value_ONSTR_8176500))_and_(IAO_0000136_some
BINARY equiv ONSTR_7113951 ((CHEBI_27300_and_CHEBI_28934)_and_(BFO_0000087_some_OBI_0000204)))_and_(IAO_0000004_some_float)
BINARY SubClassOf ONSTR_7113951 ONSTR_9239980
BINARY is ONSTR_7256013 Class
BINARY SubClassOf ONSTR_7256013 ONSTR_9890923
BINARY is ONSTR_7446995 Class
BINARY equiv ONSTR_7446995 ONSTR_1363067_and_(IAO_0000136_some
BINARY equiv ONSTR_7446995 (CHEBI_27364_and_(BFO_0000087_some_OBI_0000204)))
BINARY SubClassOf ONSTR_7446995 ONSTR_1363067
BINARY DisjointWith ONSTR_7446995 ONSTR_1363067_and_(IAO_0000136_some
BINARY DisjointWith ONSTR_7446995 (CHEBI_27364_and_(BFO_0000087_some_OBI_0000204)))
BINARY is ONSTR_7489098 Class
BINARY SubClassOf ONSTR_7489098 ONSTR_3068621
BINARY is ONSTR_7588725 Class
BINARY SubClassOf ONSTR_7588725 ONSTR_3736352
BINARY is ONSTR_7616347 Class
BINARY SubClassOf ONSTR_7616347 ONSTR_6464019
BINARY is ONSTR_7655333 Class
BINARY SubClassOf ONSTR_7655333 ONSTR_6464019
BINARY is ONSTR_7734161 Class
BINARY SubClassOf ONSTR_7734161 ONSTR_9522419
BINARY is ONSTR_8054494 Class
BINARY SubClassOf ONSTR_8054494 ONSTR_2284853
BINARY is ONSTR_8076467 Class
BINARY SubClassOf ONSTR_8076467 ONSTR_1575035
BINARY is ONSTR_8085813 Class
BINARY SubClassOf ONSTR_8085813 ONSTR_5060782
BINARY is ONSTR_8199564 Class
BINARY SubClassOf ONSTR_8199564 ONSTR_3290480
BINARY is ONSTR_8313486 Class
BINARY is ONSTR_8620755 Class
BINARY SubClassOf ONSTR_8620755 ONSTR_3440460
BINARY is ONSTR_8741124 Class
BINARY equiv ONSTR_8741124 ONSTR_9239980_and_((IAO_0000039_value_ONSTR_2553805)_or_(IAO_0000039_value_ONSTR_6650399)_or_(IAO_0000039_value_ONSTR_8176500))_and_(IAO_0000136_some
BINARY equiv ONSTR_8741124 (CHEBI_7916_and_(BFO_0000087_some_OBI_0000204)))_and_(IAO_0000004_some_float)
BINARY SubClassOf ONSTR_8741124 ONSTR_9239980
BINARY is ONSTR_8952813 Class
BINARY equiv ONSTR_8952813 ONSTR_1363067_and_(IAO_0000136_some
BINARY equiv ONSTR_8952813 (CHEBI_22916_and_(BFO_0000087_some_OBI_0000204)))
BINARY SubClassOf ONSTR_8952813 ONSTR_1363067
BINARY is ONSTR_8968249 Class
BINARY SubClassOf ONSTR_8968249 ONSTR_3736352
BINARY is ONSTR_9167921 Class
BINARY SubClassOf ONSTR_9167921 OBI_0000679
BINARY is ONSTR_9210763 Class
BINARY SubClassOf ONSTR_9210763 ONSTR_2284853
BINARY is ONSTR_9239980 Class
BINARY SubClassOf ONSTR_9239980 ONSTR_3812544
BINARY is ONSTR_9281144 Class
BINARY SubClassOf ONSTR_9281144 ONSTR_6015466
BINARY is ONSTR_9471223 Class
BINARY equiv ONSTR_9471223 ONSTR_9239980_and_((IAO_0000039_value_ONSTR_2553805)_or_(IAO_0000039_value_ONSTR_6650399)_or_(IAO_0000039_value_ONSTR_8176500))_and_(IAO_0000136_some
BINARY equiv ONSTR_9471223 (CHEBI_15956_and_(BFO_0000087_some_OBI_0000204)))_and_(IAO_0000004_some_float)
BINARY SubClassOf ONSTR_9471223 ONSTR_9239980
BINARY is ONSTR_9522419 Class
BINARY equiv ONSTR_9522419 ONSTR_1363067_and_(IAO_0000136_some
BINARY equiv ONSTR_9522419 (CHEBI_25108_and_(BFO_0000087_some_OBI_0000204)))
BINARY SubClassOf ONSTR_9522419 ONSTR_1363067
BINARY is ONSTR_9603112 Class
BINARY SubClassOf ONSTR_9603112 ONSTR_1838254
BINARY is ONSTR_9632213 Class
BINARY SubClassOf ONSTR_9632213 ONSTR_9471223
BINARY is ONSTR_9669357 Class
BINARY SubClassOf ONSTR_9669357 ONSTR_6015466
BINARY is ONSTR_9752476 Class
BINARY SubClassOf ONSTR_9752476 ONSTR_7446995
BINARY is ONSTR_9890923 Class
BINARY equiv ONSTR_9890923 ONSTR_1363067_and_(IAO_0000136_some
BINARY equiv ONSTR_9890923 (CHEBI_23117_and_(BFO_0000087_some_OBI_0000204)))
BINARY SubClassOf ONSTR_9890923 ONSTR_1363067
BINARY is CHEBI_10362 Class
BINARY is CHEBI_12777 Class
BINARY is CHEBI_15354 Class
BINARY is CHEBI_15940 Class
BINARY is CHEBI_15956 Class
BINARY is CHEBI_17015 Class
BINARY is CHEBI_17154 Class
BINARY is CHEBI_17439 Class
BINARY is CHEBI_17579 Class
BINARY is CHEBI_22632 Class
BINARY is CHEBI_22916 Class
BINARY is CHEBI_22985 Class
BINARY is CHEBI_23044 Class
BINARY is CHEBI_23117 Class
BINARY is CHEBI_23237 Class
BINARY is CHEBI_23377 Class
BINARY is CHEBI_24062 Class
BINARY is CHEBI_24860 Class
BINARY is CHEBI_24873 Class
BINARY is CHEBI_25108 Class
BINARY is CHEBI_25154 Class
BINARY is CHEBI_25370 Class
BINARY is CHEBI_26082 Class
BINARY is CHEBI_26217 Class
BINARY is CHEBI_26628 Class
BINARY is CHEBI_26677 Class
BINARY is CHEBI_26712 Class
BINARY is CHEBI_26835 Class
BINARY is CHEBI_26948 Class
BINARY is CHEBI_27013 Class
BINARY is CHEBI_27275 Class
BINARY is CHEBI_27300 Class
BINARY is CHEBI_27306 Class
BINARY is CHEBI_27364 Class
BINARY is CHEBI_27470 Class
BINARY is CHEBI_27740 Class
BINARY is CHEBI_28384 Class
BINARY is CHEBI_28425 Class
BINARY is CHEBI_28934 Class
BINARY is CHEBI_29073 Class
BINARY is CHEBI_30411 Class
BINARY is CHEBI_33235 Class
BINARY is CHEBI_33748 Class
BINARY is CHEBI_50211 Class
BINARY is CHEBI_7916 Class
BINARY is IAO_0000030 Class
BINARY is OBI_0000204 Class
BINARY is OBI_0000679 Class
BINARY SubClassOf OBI_0000679 IAO_0000030
BINARY is www.w3.org/2002/07/# Class
BINARY is ONSTR_0548739 Individual
BINARY is ONSTR_1807672 Individual
BINARY is ONSTR_2553805 Individual
BINARY is ONSTR_4406094 Individual
BINARY is ONSTR_4928224 Individual
BINARY is ONSTR_6650399 Individual
BINARY is ONSTR_8176500 Individual
BINARY is ONSTR_9660969 Individual
