BINARY is integer Datatype
BINARY SubClassOf Dust SolidSubstance
BINARY is FugitiveDust Class
BINARY SubClassOf FugitiveDust Dust
BINARY is Grain Class
BINARY SubClassOf Grain SolidSubstance,
BINARY SubClassOf Grain SubstanceForm
BINARY is PM1 Class
BINARY SubClassOf PM1 Particulate,
BINARY is genid2152374900 diameter_value__
BINARY is PM10 Class
BINARY SubClassOf PM10 Particulate,
BINARY is genid2152374899 diameter_value__
BINARY is PM2point5 Class
BINARY SubClassOf PM2point5 Particulate,
BINARY is genid2152374901 diameter_value__
BINARY is Particulate Class
BINARY SubClassOf Particulate SuspendedSubstance
BINARY is Pollen Class
BINARY SubClassOf Pollen Particulate
BINARY is Smoke Class
BINARY SubClassOf Smoke SuspendedSubstance
BINARY is Soot Class
BINARY equiv Soot BlackCarbon
BINARY SubClassOf Soot Particulate
BINARY is Spray Class
BINARY SubClassOf Spray Aerosol
BINARY is Amphibian Class
BINARY SubClassOf Amphibian Animal
BINARY is Anemone Class
BINARY SubClassOf Anemone Animal
BINARY is Animal Class
BINARY SubClassOf Animal Organism
BINARY is Arachnid Class
BINARY SubClassOf Arachnid Animal
BINARY is Arthropod Class
BINARY SubClassOf Arthropod Animal
BINARY is Bird Class
BINARY SubClassOf Bird Animal
BINARY is Centipede Class
BINARY SubClassOf Centipede Animal
BINARY is Coral Class
BINARY SubClassOf Coral Animal
BINARY is Cow Class
BINARY SubClassOf Cow Animal
BINARY is Crustacean Class
BINARY SubClassOf Crustacean Animal
BINARY is Dairy Class
BINARY SubClassOf Dairy Animal
BINARY is Echinoderm Class
BINARY SubClassOf Echinoderm Animal
BINARY is ExoticSpecies Class
BINARY SubClassOf ExoticSpecies Animal
BINARY is Fauna Class
BINARY SubClassOf Fauna Animal
BINARY is Flatworm Class
BINARY SubClassOf Flatworm Animal
BINARY is IndigenousSpecies Class
BINARY SubClassOf IndigenousSpecies Animal
BINARY is Insect Class
BINARY SubClassOf Insect Animal
BINARY is Invertebrate Class
BINARY SubClassOf Invertebrate Animal
BINARY is Livestock Class
BINARY SubClassOf Livestock Animal
BINARY is Mammal Class
BINARY SubClassOf Mammal Animal
BINARY is MarineAnimal Class
BINARY SubClassOf MarineAnimal Animal
BINARY is Millipede Class
BINARY SubClassOf Millipede Animal
BINARY is Mollusk Class
BINARY SubClassOf Mollusk Animal
BINARY is Poultry Class
BINARY SubClassOf Poultry Animal
BINARY is Reptile Class
BINARY SubClassOf Reptile Animal
BINARY is Roundworm Class
BINARY SubClassOf Roundworm Animal
BINARY is SegmentedWorm Class
BINARY SubClassOf SegmentedWorm Animal
BINARY is Sponge Class
BINARY SubClassOf Sponge Animal
BINARY is Vertebrate Class
BINARY SubClassOf Vertebrate Animal
BINARY is Zooplankton Class
BINARY SubClassOf Zooplankton Animal
BINARY is AnimalWaste Class
BINARY SubClassOf AnimalWaste Biomass
BINARY is AquaticOrganism Class
BINARY SubClassOf AquaticOrganism Organism
BINARY is Bioindicator Class
BINARY SubClassOf Bioindicator Species
BINARY is Biomass Class
BINARY SubClassOf Biomass LivingEntity
BINARY is Detritus Class
BINARY SubClassOf Detritus Biomass
BINARY is Feed Class
BINARY SubClassOf Feed Food
BINARY is Fertilizer Class
BINARY SubClassOf Fertilizer Biomass
BINARY is Food Class
BINARY SubClassOf Food Biomass
BINARY is Gelbstoff Class
BINARY SubClassOf Gelbstoff Biomass
BINARY is Honey Class
BINARY SubClassOf Honey Food
BINARY is Humus Class
BINARY SubClassOf Humus Biomass
BINARY is IndicatorSpecies Class
BINARY SubClassOf IndicatorSpecies Species
BINARY is Litter Class
BINARY SubClassOf Litter Biomass
BINARY is LivingEntity Class
BINARY SubClassOf LivingEntity Substance
BINARY is Manure Class
BINARY SubClassOf Manure Biomass
BINARY is Organism Class
BINARY SubClassOf Organism LivingEntity
BINARY is Species Class
BINARY SubClassOf Species Organism
BINARY is Wood Class
BINARY SubClassOf Wood Biomass
BINARY is WoodDebris Class
BINARY SubClassOf WoodDebris Wood
BINARY is ChemicalCompound Class
BINARY equiv ChemicalCompound Compound
BINARY SubClassOf ChemicalCompound Chemical,
BINARY SubClassOf ChemicalCompound ChemicalSubstance
BINARY is Clathrate Class
BINARY SubClassOf Clathrate InorganicCompound
BINARY is Compound Class
BINARY equiv Compound ChemicalCompound
BINARY SubClassOf Compound Chemical,
BINARY SubClassOf Compound ChemicalSubstance
BINARY is InorganicAcid Class
BINARY SubClassOf InorganicAcid InorganicCompound
BINARY is InorganicCompound Class
BINARY SubClassOf InorganicCompound ChemicalCompound,
BINARY SubClassOf InorganicCompound Compound
BINARY is Peroxide Class
BINARY SubClassOf Peroxide InorganicCompound
BINARY is Actinoid Class
BINARY SubClassOf Actinoid ChemicalElement,
BINARY SubClassOf Actinoid Element
BINARY is AlkaliMetal Class
BINARY SubClassOf AlkaliMetal Metal
BINARY is AlkalineEarthMetal Class
BINARY SubClassOf AlkalineEarthMetal Metal
BINARY is Atmophile Class
BINARY SubClassOf Atmophile ChemicalElement,
BINARY SubClassOf Atmophile Element
BINARY is Chalcogen Class
BINARY SubClassOf Chalcogen ChemicalElement,
BINARY SubClassOf Chalcogen Element
BINARY is Chalcophile Class
BINARY SubClassOf Chalcophile ChemicalElement,
BINARY SubClassOf Chalcophile Element
BINARY is ChemicalElement Class
BINARY equiv ChemicalElement Element
BINARY SubClassOf ChemicalElement Chemical,
BINARY SubClassOf ChemicalElement ChemicalSubstance
BINARY is Element Class
BINARY equiv Element ChemicalElement
BINARY SubClassOf Element Chemical,
BINARY SubClassOf Element ChemicalSubstance
BINARY is Ha Class
BINARY equiv Ha Halogen
BINARY SubClassOf Ha ChemicalElement,
BINARY SubClassOf Ha Element
BINARY is Halogen Class
BINARY equiv Halogen Ha
BINARY SubClassOf Halogen ChemicalElement,
BINARY SubClassOf Halogen Element
BINARY is HeavyMetal Class
BINARY SubClassOf HeavyMetal Metal
BINARY is Lithophile Class
BINARY SubClassOf Lithophile ChemicalElement,
BINARY SubClassOf Lithophile Element
BINARY is Metal Class
BINARY SubClassOf Metal ChemicalElement,
BINARY SubClassOf Metal Element
BINARY DisjointWith Metal Nonmetal
BINARY DisjointWith Metal Metalloid
BINARY is Metalloid Class
BINARY SubClassOf Metalloid ChemicalElement,
BINARY SubClassOf Metalloid Element
BINARY DisjointWith Metalloid Nonmetal
BINARY DisjointWith Metalloid Metal
BINARY is NobleGas Class
BINARY SubClassOf NobleGas ChemicalElement,
BINARY SubClassOf NobleGas Element
BINARY is Nonmetal Class
BINARY SubClassOf Nonmetal ChemicalElement,
BINARY SubClassOf Nonmetal Element
BINARY DisjointWith Nonmetal Metalloid
BINARY DisjointWith Nonmetal Metal
BINARY is PostTransitionMetal Class
BINARY SubClassOf PostTransitionMetal Metal
BINARY is Prictogen Class
BINARY SubClassOf Prictogen ChemicalElement,
BINARY SubClassOf Prictogen Element
BINARY is RareEarthElement Class
BINARY SubClassOf RareEarthElement ChemicalElement,
BINARY SubClassOf RareEarthElement Element
BINARY is Siderophile Class
BINARY SubClassOf Siderophile ChemicalElement,
BINARY SubClassOf Siderophile Element
BINARY is TraceMetal Class
BINARY SubClassOf TraceMetal TraceSubstance,
BINARY SubClassOf TraceMetal Metal
BINARY is TransitionMetal Class
BINARY SubClassOf TransitionMetal Metal
BINARY is Allotrope Class
BINARY SubClassOf Allotrope Chemical,
BINARY SubClassOf Allotrope ChemicalSubstance
BINARY is CompundParabolicConcentrator Class
BINARY SubClassOf CompundParabolicConcentrator EnergyCollector
BINARY is EnergyCollector Class
BINARY SubClassOf EnergyCollector Infrastructure
BINARY is EnergyConversionDevice Class
BINARY SubClassOf EnergyConversionDevice Infrastructure
BINARY is EnergyDistributionSystem Class
BINARY SubClassOf EnergyDistributionSystem Infrastructure
BINARY is FlatPlateCollector Class
BINARY SubClassOf FlatPlateCollector EnergyCollector
BINARY is HeatExchanger Class
BINARY SubClassOf HeatExchanger EnergyDistributionSystem
BINARY is HeatPump Class
BINARY SubClassOf HeatPump EnergyDistributionSystem
BINARY is Heater Class
BINARY SubClassOf Heater EnergyConversionDevice
BINARY is ParabolicTrough Class
BINARY SubClassOf ParabolicTrough EnergyCollector
BINARY is PhotovoltaicCell Class
BINARY SubClassOf PhotovoltaicCell EnergyCollector
BINARY is PowerGrid Class
BINARY SubClassOf PowerGrid EnergyDistributionSystem
BINARY is PowerPlant Class
BINARY SubClassOf PowerPlant EnergyConversionDevice
BINARY is PowerTransmissionFacility Class
BINARY SubClassOf PowerTransmissionFacility Infrastructure
BINARY is Refrigerator Class
BINARY SubClassOf Refrigerator EnergyConversionDevice
BINARY is TubularCollector Class
BINARY SubClassOf TubularCollector EnergyCollector
BINARY is Aircraft Class
BINARY SubClassOf Aircraft Equipment
BINARY is Borehole Class
BINARY SubClassOf Borehole Equipment
BINARY is CommunicationsEquipment Class
BINARY SubClassOf CommunicationsEquipment Equipment
BINARY is ComputerHardware Class
BINARY SubClassOf ComputerHardware Equipment
BINARY is Equipment Class
BINARY SubClassOf Equipment Infrastructure
BINARY is Infrastructure Class
BINARY SubClassOf Infrastructure MaterialThing
BINARY is MaterialThing Class
BINARY SubClassOf MaterialThing Substance
BINARY is NavigationEquipment Class
BINARY SubClassOf NavigationEquipment Equipment
BINARY is Sink Class
BINARY SubClassOf Sink Equipment
BINARY is TransportationEquipment Class
BINARY SubClassOf TransportationEquipment Equipment
BINARY is Well Class
BINARY SubClassOf Well Equipment
BINARY is Building Class
BINARY SubClassOf Building Structure
BINARY is CulturalFeature Class
BINARY SubClassOf CulturalFeature Structure
BINARY is Facility Class
BINARY SubClassOf Facility Structure
BINARY is Platform Class
BINARY SubClassOf Platform Structure
BINARY is Structure Class
BINARY SubClassOf Structure Infrastructure
BINARY is Alloy Class
BINARY SubClassOf Alloy Solution
BINARY is Cement Class
BINARY SubClassOf Cement MixedChemicalSubstance,
BINARY SubClassOf Cement Mixture
BINARY is Colloid Class
BINARY SubClassOf Colloid MixedChemicalSubstance,
BINARY SubClassOf Colloid Mixture
BINARY is ForestProduct Class
BINARY SubClassOf ForestProduct Product
BINARY is IndustrialProduct Class
BINARY SubClassOf IndustrialProduct Product
BINARY is Product Class
BINARY SubClassOf Product MaterialThing
BINARY is Slurry Class
BINARY SubClassOf Slurry MixedChemicalSubstance,
BINARY SubClassOf Slurry Mixture
BINARY is Supply Class
BINARY SubClassOf Supply Product
BINARY is Yield Class
BINARY SubClassOf Yield Product
BINARY is Device Class
BINARY SubClassOf Device Equipment
BINARY is Instrument Class
BINARY SubClassOf Instrument Equipment
BINARY is Anion Class
BINARY SubClassOf Anion Ion
BINARY is Cation Class
BINARY SubClassOf Cation Ion
BINARY is HeavyIon Class
BINARY SubClassOf HeavyIon Ion
BINARY is Ion Class
BINARY SubClassOf Ion Substance,
BINARY SubClassOf Ion hasState_value_Ionized
BINARY is SaltIon Class
BINARY SubClassOf SaltIon Ion
BINARY is AlphaParticle Class
BINARY SubClassOf AlphaParticle EnergeticParticle
BINARY is BetaParticle Class
BINARY SubClassOf BetaParticle EnergeticParticle
BINARY is Isotope Class
BINARY SubClassOf Isotope ChemicalElement,
BINARY SubClassOf Isotope Element
BINARY is Nuclide Class
BINARY equiv Nuclide Radioisotope
BINARY SubClassOf Nuclide RadioactiveSubstance
BINARY is Radiation Class
BINARY SubClassOf Radiation Substance
BINARY is RadioactiveSubstance Class
BINARY SubClassOf RadioactiveSubstance Substance,
BINARY SubClassOf RadioactiveSubstance hasState_value_Radioactive
BINARY is Radiocarbon Class
BINARY SubClassOf Radiocarbon RadioactiveSubstance
BINARY is Radioelement Class
BINARY SubClassOf Radioelement ChemicalElement,
BINARY SubClassOf Radioelement Element,
BINARY SubClassOf Radioelement RadioactiveSubstance
BINARY is Radioisotope Class
BINARY equiv Radioisotope Nuclide,
BINARY equiv Radioisotope Radionuclide
BINARY SubClassOf Radioisotope RadioactiveSubstance
BINARY is Radionuclide Class
BINARY equiv Radionuclide Radioisotope
BINARY SubClassOf Radionuclide RadioactiveSubstance
BINARY is Algae Class
BINARY SubClassOf Algae Plant
BINARY is Algal Class
BINARY SubClassOf Algal Plant
BINARY is Microbiota Class
BINARY SubClassOf Microbiota Plant
BINARY is Microphyte Class
BINARY SubClassOf Microphyte Plant
BINARY is Abelsonite Class
BINARY SubClassOf Abelsonite Mineral
BINARY is Abenakiite_Ce Class
BINARY SubClassOf Abenakiite_Ce Mineral
BINARY is Abernathyite Class
BINARY SubClassOf Abernathyite Mineral
BINARY is Abhurite Class
BINARY SubClassOf Abhurite Mineral
BINARY is Abramovite Class
BINARY SubClassOf Abramovite Mineral
BINARY is Abrazite Class
BINARY SubClassOf Abrazite Mineral
BINARY is Abswurmbachite Class
BINARY SubClassOf Abswurmbachite Mineral
BINARY is Abukumalite Class
BINARY SubClassOf Abukumalite Mineral
BINARY is Acadialite Class
BINARY SubClassOf Acadialite Mineral
BINARY is Acanthite Class
BINARY SubClassOf Acanthite Mineral
BINARY is Acetamide Class
BINARY SubClassOf Acetamide Mineral
BINARY is Achavalite Class
BINARY SubClassOf Achavalite Mineral
BINARY is Achiardite Class
BINARY SubClassOf Achiardite Mineral
BINARY is Achroite Class
BINARY SubClassOf Achroite Mineral
BINARY is Achtarandite Class
BINARY SubClassOf Achtarandite Mineral
BINARY is Acicular_iron_ore Class
BINARY SubClassOf Acicular_iron_ore Mineral
BINARY is Acmite Class
BINARY SubClassOf Acmite Mineral
BINARY is Actinolite Class
BINARY SubClassOf Actinolite Mineral
BINARY is Acuminite Class
BINARY SubClassOf Acuminite Mineral
BINARY is Adamite Class
BINARY SubClassOf Adamite Mineral
BINARY is Adamsite_Y Class
BINARY SubClassOf Adamsite_Y Mineral
BINARY is Adelite Class
BINARY SubClassOf Adelite Mineral
BINARY is Adipite Class
BINARY SubClassOf Adipite Mineral
BINARY is Admontite Class
BINARY SubClassOf Admontite Mineral
BINARY is Adranosite Class
BINARY SubClassOf Adranosite Mineral
BINARY is Adularia Class
BINARY SubClassOf Adularia Mineral
BINARY is Aedelforsite Class
BINARY SubClassOf Aedelforsite Mineral
BINARY is Aedelite Class
BINARY SubClassOf Aedelite Mineral
BINARY is Aegirine Class
BINARY SubClassOf Aegirine Mineral
BINARY is Aegirine_augite Class
BINARY SubClassOf Aegirine_augite Mineral
BINARY is Aenigmatite Class
BINARY SubClassOf Aenigmatite Mineral
BINARY is Aerinite Class
BINARY SubClassOf Aerinite Mineral
BINARY is Aerugite Class
BINARY SubClassOf Aerugite Mineral
BINARY is Aeschynite_Ce Class
BINARY SubClassOf Aeschynite_Ce Mineral
BINARY is Aeschynite_Nd Class
BINARY SubClassOf Aeschynite_Nd Mineral
BINARY is Aeschynite_Y Class
BINARY SubClassOf Aeschynite_Y Mineral
BINARY is Afghanite Class
BINARY SubClassOf Afghanite Mineral
BINARY is Afwillite Class
BINARY SubClassOf Afwillite Mineral
BINARY is Agardite_Ca Class
BINARY SubClassOf Agardite_Ca Mineral
BINARY is Agardite_Ce Class
BINARY SubClassOf Agardite_Ce Mineral
BINARY is Agardite_Dy Class
BINARY SubClassOf Agardite_Dy Mineral
BINARY is Agardite_La Class
BINARY SubClassOf Agardite_La Mineral
BINARY is Agardite_Nd Class
BINARY SubClassOf Agardite_Nd Mineral
BINARY is Agardite_Y Class
BINARY SubClassOf Agardite_Y Mineral
BINARY is Agate Class
BINARY SubClassOf Agate Mineral
BINARY is Agnolite Class
BINARY SubClassOf Agnolite Mineral
BINARY is Agrellite Class
BINARY SubClassOf Agrellite Mineral
BINARY is Agrinierite Class
BINARY SubClassOf Agrinierite Mineral
BINARY is Aguilarite Class
BINARY SubClassOf Aguilarite Mineral
BINARY is Aheylite Class
BINARY SubClassOf Aheylite Mineral
BINARY is Ahlfeldite Class
BINARY SubClassOf Ahlfeldite Mineral
BINARY is Ahlfeldite1 Class
BINARY SubClassOf Ahlfeldite1 Mineral
BINARY is Aikinite Class
BINARY SubClassOf Aikinite Mineral
BINARY is Aiolosite Class
BINARY SubClassOf Aiolosite Mineral
BINARY is Ajoite Class
BINARY SubClassOf Ajoite Mineral
BINARY is Akaganeite Class
BINARY SubClassOf Akaganeite Mineral
BINARY is Akatoreite Class
BINARY SubClassOf Akatoreite Mineral
BINARY is Akdalaite Class
BINARY SubClassOf Akdalaite Mineral
BINARY is Akermanite Class
BINARY SubClassOf Akermanite Mineral
BINARY is Akhtenskite Class
BINARY SubClassOf Akhtenskite Mineral
BINARY is Akimotoite Class
BINARY SubClassOf Akimotoite Mineral
BINARY is Akrochordite Class
BINARY SubClassOf Akrochordite Mineral
BINARY is Aksaite Class
BINARY SubClassOf Aksaite Mineral
BINARY is Aktashite Class
BINARY SubClassOf Aktashite Mineral
BINARY is Alabandite Class
BINARY SubClassOf Alabandite Mineral
BINARY is Alabaster Class
BINARY SubClassOf Alabaster Mineral
BINARY is Alacranite Class
BINARY SubClassOf Alacranite Mineral
BINARY is Alamosite Class
BINARY SubClassOf Alamosite Mineral
BINARY is Alarsite Class
BINARY SubClassOf Alarsite Mineral
BINARY is Albite Class
BINARY SubClassOf Albite Mineral
BINARY is Albrechtschraufite Class
BINARY SubClassOf Albrechtschraufite Mineral
BINARY is Aldermanite Class
BINARY SubClassOf Aldermanite Mineral
BINARY is Aldzhanite Class
BINARY SubClassOf Aldzhanite Mineral
BINARY is Aleksite Class
BINARY SubClassOf Aleksite Mineral
BINARY is Alexandrite Class
BINARY SubClassOf Alexandrite Mineral
BINARY is Alflarsenite Class
BINARY SubClassOf Alflarsenite Mineral
BINARY is Alforsite Class
BINARY SubClassOf Alforsite Mineral
BINARY is Alfredstelznerite Class
BINARY SubClassOf Alfredstelznerite Mineral
BINARY is Algodonite Class
BINARY SubClassOf Algodonite Mineral
BINARY is Aliettite Class
BINARY SubClassOf Aliettite Mineral
BINARY is Allabogdanite Class
BINARY SubClassOf Allabogdanite Mineral
BINARY is Allactite Class
BINARY SubClassOf Allactite Mineral
BINARY is Allanite_Ce Class
BINARY SubClassOf Allanite_Ce Mineral
BINARY is Allanite_La Class
BINARY SubClassOf Allanite_La Mineral
BINARY is Allanite_Y Class
BINARY SubClassOf Allanite_Y Mineral
BINARY is Allanpringite Class
BINARY SubClassOf Allanpringite Mineral
BINARY is Allargentum Class
BINARY SubClassOf Allargentum Mineral
BINARY is Alleghanyite Class
BINARY SubClassOf Alleghanyite Mineral
BINARY is Allemontite Class
BINARY SubClassOf Allemontite Mineral
BINARY is Allendeite Class
BINARY SubClassOf Allendeite Mineral
BINARY is Allochalcoselite Class
BINARY SubClassOf Allochalcoselite Mineral
BINARY is Alloclasite Class
BINARY SubClassOf Alloclasite Mineral
BINARY is Allophane Class
BINARY SubClassOf Allophane Mineral
BINARY is Alloriite Class
BINARY SubClassOf Alloriite Mineral
BINARY is Alluaivite Class
BINARY SubClassOf Alluaivite Mineral
BINARY is Alluaudite Class
BINARY SubClassOf Alluaudite Mineral
BINARY is Almagrerite Class
BINARY SubClassOf Almagrerite Mineral
BINARY is Almandine Class
BINARY SubClassOf Almandine Mineral
BINARY is Almandite Class
BINARY SubClassOf Almandite Mineral
BINARY is Almarudite Class
BINARY SubClassOf Almarudite Mineral
BINARY is Almbosite Class
BINARY SubClassOf Almbosite Mineral
BINARY is Almeraite Class
BINARY SubClassOf Almeraite Mineral
BINARY is Alpersite Class
BINARY SubClassOf Alpersite Mineral
BINARY is Alsakharovite_Zn Class
BINARY SubClassOf Alsakharovite_Zn Mineral
BINARY is Alstonite Class
BINARY SubClassOf Alstonite Mineral
BINARY is Altaite Class
BINARY SubClassOf Altaite Mineral
BINARY is Althausite Class
BINARY SubClassOf Althausite Mineral
BINARY is Althupite Class
BINARY SubClassOf Althupite Mineral
BINARY is Altisite Class
BINARY SubClassOf Altisite Mineral
BINARY is Altmarkite Class
BINARY SubClassOf Altmarkite Mineral
BINARY is Alum_K Class
BINARY SubClassOf Alum_K Mineral
BINARY is Alum_Na Class
BINARY SubClassOf Alum_Na Mineral
BINARY is Aluminilite Class
BINARY SubClassOf Aluminilite Mineral
BINARY is Aluminite Class
BINARY SubClassOf Aluminite Mineral
BINARY is Aluminium Class
BINARY SubClassOf Aluminium Mineral
BINARY is Alumino_magnesiohulsite Class
BINARY SubClassOf Alumino_magnesiohulsite Mineral
BINARY is Alumino_magnesiotaramite Class
BINARY SubClassOf Alumino_magnesiotaramite Mineral
BINARY is Aluminobarroisite Class
BINARY SubClassOf Aluminobarroisite Mineral
BINARY is Aluminoceladonite Class
BINARY SubClassOf Aluminoceladonite Mineral
BINARY is Aluminocerite_Ce Class
BINARY SubClassOf Aluminocerite_Ce Mineral
BINARY is Aluminocopiapite Class
BINARY SubClassOf Aluminocopiapite Mineral
BINARY is Aluminoferrobarroisite Class
BINARY SubClassOf Aluminoferrobarroisite Mineral
BINARY is Aluminoferrohornblende Class
BINARY SubClassOf Aluminoferrohornblende Mineral
BINARY is Aluminoferrotschermakite Class
BINARY SubClassOf Aluminoferrotschermakite Mineral
BINARY is Aluminokatophorite Class
BINARY SubClassOf Aluminokatophorite Mineral
BINARY is Aluminomagnesiohornblende Class
BINARY SubClassOf Aluminomagnesiohornblende Mineral
BINARY is Aluminomagnesiohulsite Class
BINARY SubClassOf Aluminomagnesiohulsite Mineral
BINARY is Aluminomagnesiotaramite Class
BINARY SubClassOf Aluminomagnesiotaramite Mineral
BINARY is Aluminotaramite Class
BINARY SubClassOf Aluminotaramite Mineral
BINARY is Aluminotschermakite Class
BINARY SubClassOf Aluminotschermakite Mineral
BINARY is Aluminowinchite Class
BINARY SubClassOf Aluminowinchite Mineral
BINARY is Aluminum Class
BINARY SubClassOf Aluminum Mineral
BINARY is Aluminum_Sulfate Class
BINARY SubClassOf Aluminum_Sulfate Mineral
BINARY is Alumoakermanite Class
BINARY SubClassOf Alumoakermanite Mineral
BINARY is Alumohydrocalcite Class
BINARY SubClassOf Alumohydrocalcite Mineral
